#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Apr 29 15:08:29 EDT 2024,0,0,A5SpecificStyleSuite, , ,A5ExpectedCalls+ A5ExpectedInterfaces+ A5ExpectedSignatures+ A5SpuriousCalls+ A5TaggedClassesDefined+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
0,Mon Apr 29 15:08:29 EDT 2024,0,0,A5SpecificStyleSuite, , ,A5ExpectedCalls+ A5ExpectedInterfaces+ A5ExpectedSignatures+ A5SpuriousCalls+ A5TaggedClassesDefined+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
1,Mon Apr 29 15:08:39 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection+ GIPCRMIOneClientReadWriteNonAtomic+ GIPCRMIStaticArguments+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
1,Mon Apr 29 15:08:39 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection+ GIPCRMIOneClientReadWriteNonAtomic+ GIPCRMIStaticArguments+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
2,Mon Apr 29 15:15:43 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
2,Mon Apr 29 15:15:43 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
3,Mon Apr 29 15:54:42 EDT 2024,0,0,A5SpecificStyleSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
3,Mon Apr 29 15:54:42 EDT 2024,0,0,A5SpecificStyleSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
4,Mon Apr 29 15:55:00 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
4,Mon Apr 29 15:55:00 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,
